target_inchi_key,spectra,exact_top1,exact_top10,tanimoto_top10,mist_tanimoto,formula_success,bad_low_tanimoto_share,first_smiles,chem_class,cluster,tsne_x,tsne_y,pca_x,pca_y,mol_wt,exact_mol_wt,heavy_atoms,hetero_atoms,hetero_ratio,n_count,o_count,s_count,p_count,halogen_count,ring_count,aromatic_ring_count,aliphatic_ring_count,max_ring_size,macrocycle_count,rotatable_bonds,hba,hbd,tpsa,logp,fraction_csp3,chiral_centers,amide_count,ester_count,carboxyl_count,ether_count,hydroxyl_count,sulfonamide_count,phosphate_count,bertz_complexity,scaffold_heavy_atoms,scaffold_ring_count,max_train_tanimoto_including_exact,max_train_tanimoto_excluding_exact,nearest_train_inchikey,nearest_train_smiles,nearest_train_formula,nearest_train_tanimoto,nearest_nonself_train_inchikey,nearest_nonself_train_smiles,nearest_nonself_train_formula,nearest_nonself_train_tanimoto,exact_in_train,nn_ge_085,nn_ge_070,nn_ge_050,train_coverage_bin,test,train,val
BDXIYZOVJXKMLX,3,0.0,0.0,0.2388542393843332,0.3146879374980926,1.0,1.0,CCOC(=O)C1=C(C2=C(S1)N=C(NC2=O)CN3CCN(CC3)C)C,small_heteroaromatic,4,7.6612263,-1.3012043,0.4632068,0.032462317,350.4440000000002,350.14126156400005,24,8,0.3333333333333333,4,3,1,0,0,3,2,1,6,0,4,7,1,78.52999999999999,1.21712,0.5625,0,0,1,0,1,0,0,0,805.4908057444811,17,3,0.36986300349235535,0.36986300349235535,XHKJZWMCQDQXPA,CCCCN1CNC2=C(SC3=NC(=NC1=C23)SC)C(=O)OCC,C15H20N4O2S2,0.36986300349235535,XHKJZWMCQDQXPA,CCCCN1CNC2=C(SC3=NC(=NC1=C23)SC)C(=O)OCC,C15H20N4O2S2,0.36986300349235535,False,False,False,False,ood_lt_0.50,3,0,0
BELBBZDIHDAJOR,2,1.0,1.0,1.0,0.8823529481887817,1.0,0.0,C1=CC=C2C(=C1)C(OS2(=O)=O)(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O,aromatic_rich_polycycle,11,-14.042547,10.000985,-0.24542014,0.62058586,354.38300000000004,354.056194548,25,6,0.24,0,5,1,0,0,4,3,1,6,0,2,5,2,83.83000000000001,3.1086000000000023,0.0526315789473684,0,0,0,0,0,2,0,0,992.4323800368252,23,4,0.4871794879436493,0.4871794879436493,KJFMBFZCATUALV,C1=CC=C2C(=C1)C(=O)OC2(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O,C20H14O4,0.4871794879436493,KJFMBFZCATUALV,C1=CC=C2C(=C1)C(=O)OC2(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O,C20H14O4,0.4871794879436493,False,False,False,False,ood_lt_0.50,2,0,0
BEMNJULZEQTDJY,3,0.0,0.0,0.1993209719657897,0.2688148468732833,1.0,1.0,CC1=NC2=C(N1)C=C(C=C2)N3C(=C(C=N3)C(=O)C4=CC5=CC=CC=C5N4)N,aromatic_rich_polycycle,11,-6.3281794,28.182184,0.8781076,0.3008635,356.38900000000007,356.13855913200007,27,7,0.2592592592592592,6,1,0,0,0,5,5,0,6,0,3,4,3,105.38,3.35152,0.05,0,0,0,0,0,0,0,0,1290.0196346072148,25,5,0.3636363744735718,0.3636363744735718,HCUARRIEZVDMPT,C1=CC=C2C(=C1)C=C(N2)C(=O)O,C9H7NO2,0.3636363744735718,HCUARRIEZVDMPT,C1=CC=C2C(=C1)C=C(N2)C(=O)O,C9H7NO2,0.3636363744735718,False,False,False,False,ood_lt_0.50,3,0,0
BEUQXVWXFDOSAQ,2,0.0,0.0,0.3172222226858139,0.3468354418873786,1.0,1.0,CC1=NN(C(=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)C5=CN(N=C5)C(C)(C)C(=O)N)C(C)C,other_midsize,4,9.442125,-3.1019542,0.5032042,-0.24582973,460.5420000000002,460.233522136,34,10,0.2941176470588235,8,2,0,0,0,5,4,1,7,0,5,6,1,118.67,3.174220000000001,0.375,0,1,0,0,1,0,0,0,1391.8573408692098,24,5,0.6176470518112183,0.6176470518112183,WLTNPZPMVAIRRH,CC1=NN(C(=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)Br)C(C)C,C17H18BrN5O,0.6176470518112183,WLTNPZPMVAIRRH,CC1=NN(C(=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)Br)C(C)C,C17H18BrN5O,0.6176470518112183,False,False,False,True,weak_train_0.50_0.70,2,0,0
BEWARSODUHVIJR,3,0.0,0.0,0.4595053891340891,0.6984338363011678,1.0,0.6666666666666666,C1=CC=C(C(=C1)N2C3=C(C(=O)NC2=O)C(C(=O)N3)(C(F)(F)F)NC(=O)C4=CC=CS4)F,aromatic_rich_polycycle,11,-2.4197576,10.843832,0.54036623,1.0051112,454.3610000000001,454.03588868,31,13,0.4193548387096774,4,4,1,0,4,4,3,1,6,0,3,5,3,113.06,1.8661,0.1111111111111111,1,2,0,0,0,0,0,0,1329.5582023401987,26,4,0.529411792755127,0.529411792755127,DFUUOIAMSLOLPI,C1=CC(=CC(=C1)Cl)C(=O)NC2(C3=C(NC2=O)N(C(=O)NC3=O)C4=CC=C(C=C4)F)C(F)(F)F,C20H11ClF4N4O4,0.529411792755127,DFUUOIAMSLOLPI,C1=CC(=CC(=C1)Cl)C(=O)NC2(C3=C(NC2=O)N(C(=O)NC3=O)C4=CC=C(C=C4)F)C(F)(F)F,C20H11ClF4N4O4,0.529411792755127,False,False,False,True,weak_train_0.50_0.70,3,0,0
BFSMGDJOXZAERB,6,0.3333333333333333,0.3333333333333333,0.610850694278876,0.7843545526266098,1.0,0.3333333333333333,CC(C)(C)C1=NC(=C(S1)C2=NC(=NC=C2)N)C3=C(C(=CC=C3)NS(=O)(=O)C4=C(C=CC=C4F)F)F,aromatic_rich_polycycle,0,43.750698,9.16436,1.5446529,-0.2572296,519.5740000000002,519.10105154,35,12,0.3428571428571428,5,2,2,0,3,4,4,0,6,0,5,7,2,110.86,5.364900000000002,0.1739130434782608,0,0,0,0,0,0,1,0,1512.3966074924404,27,4,0.27272728085517883,0.27272728085517883,SSUFECODNVILSX,C1=CC=C(C(=C1)NC2=NC(=CS2)C3=CC(=CC=C3)C(=O)O)F,C16H11FN2O2S,0.27272728085517883,SSUFECODNVILSX,C1=CC=C(C(=C1)NC2=NC(=CS2)C3=CC(=CC=C3)C(=O)O)F,C16H11FN2O2S,0.27272728085517883,False,False,False,False,ood_lt_0.50,6,0,0
BFSRTTWIPACGMI,9,0.0,0.0,0.8593615823321872,0.8783342374695672,1.0,0.0,COC1=C(C=CC(=C1)NC2CN(C2)CCF)NC3=NC=C(C(=N3)NC4=CC(=CC=C4)NC(=O)C=C)C(F)(F)F,aromatic_rich_polycycle,8,47.292606,-12.59602,1.0227762,-1.5009085,545.5410000000002,545.216235984,39,13,0.3333333333333333,7,2,0,0,4,4,3,1,6,0,11,8,4,103.44,5.181300000000003,0.2692307692307692,0,1,0,0,1,0,0,0,1329.8984997484672,25,4,0.47422680258750916,0.47422680258750916,UGXCBYVBIJACEK,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)NCC4=CC(=CC=C4)NC(=O)C=C)Cl)OC,C26H30ClN7O2,0.47422680258750916,UGXCBYVBIJACEK,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)NCC4=CC(=CC=C4)NC(=O)C=C)Cl)OC,C26H30ClN7O2,0.47422680258750916,False,False,False,False,ood_lt_0.50,9,0,0
BFWHDZSPQLUGPV,4,0.0,0.0,0.7151515036821365,0.6635338515043259,1.0,0.0,C1=CC=C(C=C1)C2=CC=CC3=C2NC(=O)C(=C3O)C(C4=CC=C(C=C4)F)C5=C(C6=CC=CC=C6N(C5=O)C7=CC=CC=C7)O,aromatic_rich_polycycle,11,-8.558105,35.357883,0.46700403,1.2024889,580.6150000000004,580.1798355000001,44,7,0.1590909090909091,2,4,0,0,1,7,7,0,6,0,5,4,3,95.32,7.2297000000000065,0.027027027027027,1,0,0,0,0,2,0,0,2294.9826481545733,41,7,0.4655172526836395,0.4655172526836395,YWEIHGYPWBJOHR,C1=CC=C(C=C1)C2=C(C3=CC=CC=C3N(C2=O)C4=CC=CC=C4)O,C21H15NO2,0.4655172526836395,YWEIHGYPWBJOHR,C1=CC=C(C=C1)C2=C(C3=CC=CC=C3N(C2=O)C4=CC=CC=C4)O,C21H15NO2,0.4655172526836395,False,False,False,False,ood_lt_0.50,4,0,0
BGVKWUWMVCLWGM,3,0.0,0.0,0.3814280480146408,0.5763016144434611,1.0,1.0,CN(C)C1=CC=C(C=C1)C=NNC(=O)CC2=NNC(=O)NC2=O,small_heteroaromatic,11,-14.037066,-0.06640231,0.15688716,0.34212524,316.321,316.128388372,23,9,0.391304347826087,6,3,0,0,0,2,2,0,6,0,5,6,3,123.30999999999996,-0.7829999999999988,0.2142857142857142,0,1,0,0,0,0,0,0,819.3965154549126,20,2,0.38333332538604736,0.38333332538604736,WLKOCYWYAWBGKY,CCN(CC)C1=CC=C(C=C1)/C=N\NC(=O)C2=CC=C(C=C2)O,C18H21N3O2,0.38333332538604736,WLKOCYWYAWBGKY,CCN(CC)C1=CC=C(C=C1)/C=N\NC(=O)C2=CC=C(C=C2)O,C18H21N3O2,0.38333332538604736,False,False,False,False,ood_lt_0.50,3,0,0
BHIAIPWSVYSKJS,3,1.0,1.0,0.8848484953244528,0.9291101098060608,1.0,0.0,CC(C)(C)NCC(CSC1=NC(=CS1)C2=CC=C(S2)C(=O)N)O,small_heteroaromatic,0,3.2374797,-3.8834033,0.6178707,0.22904868,371.5530000000001,371.079589912,23,8,0.3478260869565217,3,2,3,0,0,2,2,0,5,0,7,7,3,88.24000000000001,2.8116000000000008,0.4666666666666667,1,1,0,0,0,1,0,0,660.9713778648196,10,2,0.30000001192092896,0.30000001192092896,STJMRWALKKWQGH,CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)Cl)O,C12H18Cl2N2O,0.30000001192092896,STJMRWALKKWQGH,CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)Cl)O,C12H18Cl2N2O,0.30000001192092896,False,False,False,False,ood_lt_0.50,3,0,0
BHKVSOQUPYXVRZ,3,0.0,0.0,0.3040708601474761,0.374082013964653,1.0,1.0,C[C@@H](C1=CC=C(C=C1)F)N2C3=C4C=C(C=CC4=NC=C3N=N2)C5=CC6=C(C=C5)OC=N6,aromatic_rich_polycycle,2,43.15754,22.818504,1.0684273,-0.60724294,409.42400000000015,409.133888352,31,7,0.2258064516129032,5,1,0,0,1,6,6,0,6,0,3,5,0,69.63,5.536100000000005,0.0833333333333333,1,0,0,0,0,0,0,0,1568.456714559522,29,6,0.27272728085517883,0.27272728085517883,UACOXBQBNWQWOK,CC(C)C1=NN=C2N1C=C(C=C2)C3=C(N=CO3)C4=C(C=CC(=C4)F)F,C18H14F2N4O,0.27272728085517883,UACOXBQBNWQWOK,CC(C)C1=NN=C2N1C=C(C=C2)C3=C(N=CO3)C4=C(C=CC(=C4)F)F,C18H14F2N4O,0.27272728085517883,False,False,False,False,ood_lt_0.50,3,0,0
BHQQTLXVQAIFIB,3,0.0,0.0,0.2655424773693084,0.2490370571613311,1.0,1.0,CN(CC1=CC2=C(C=C1)OCCO2)CC3=CSC(=N3)C4CC4,polycyclic_aliphatic_like,2,5.1786804,48.789955,0.37073112,-0.406883,316.42600000000004,316.12454888,22,5,0.2272727272727272,2,2,1,0,0,4,2,2,6,0,5,5,0,34.59,3.423700000000002,0.4705882352941176,0,0,0,0,2,0,0,0,666.428591059148,21,4,0.380952388048172,0.380952388048172,SVQPFZSOPIOVNJ,CN(CC1CCCCO1)CC2=CSC(=N2)C3=CC=CC=C3,C17H22N2OS,0.380952388048172,SVQPFZSOPIOVNJ,CN(CC1CCCCO1)CC2=CSC(=N2)C3=CC=CC=C3,C17H22N2OS,0.380952388048172,False,False,False,False,ood_lt_0.50,3,0,0
BHTWDJBVZQBRKP,2,0.0,0.0,0.3020971044898033,0.3641863241791724,1.0,1.0,C1COCCN1C2=NC=NC3=C2C(=CN3)C4=CC=CC(=C4)C#N,aromatic_rich_polycycle,2,25.025576,38.8214,1.1770954,-0.31584996,305.34100000000007,305.12766010000007,23,6,0.2608695652173913,5,1,0,0,0,4,3,1,6,0,2,5,1,77.83,2.33318,0.2352941176470588,0,0,0,0,1,0,0,0,889.3802726772687,21,4,0.3611111044883728,0.3611111044883728,RQCXKDWOCUJWQZ,C1COCCN1C2=NC=C(C=C2)C3=NC4=NC=NC(=C4C(=C3)C5=CC(=CC=C5)Br)N,C22H19BrN6O,0.3611111044883728,RQCXKDWOCUJWQZ,C1COCCN1C2=NC=C(C=C2)C3=NC4=NC=NC(=C4C(=C3)C5=CC(=CC=C5)Br)N,C22H19BrN6O,0.3611111044883728,False,False,False,False,ood_lt_0.50,2,0,0
BIGBTKXKWUHWLH,1,0.0,0.0,0.2368421107530594,0.28125,1.0,1.0,CCC1C(/C=C/C(=O)C(/C=C(/C(=O)C(CC(C(=O)O1)C)C)\C)C)(C)O,other_macrocycle,1,-35.308247,-15.360027,-1.6226252,0.37449148,350.4550000000001,350.20932406,25,5,0.2,0,5,0,0,0,1,0,1,14,1,1,5,1,80.67,3.011900000000002,0.65,5,0,1,0,1,1,0,0,584.8939330588579,17,1,0.30645161867141724,0.30645161867141724,NGPDZEACIWDCKX,C[C@H]1[C@@H]2CC[C@@]3([C@@H]([C@H]2OC1=O)[C@](C=CC3=O)(C)O)C,C15H20O4,0.30645161867141724,NGPDZEACIWDCKX,C[C@H]1[C@@H]2CC[C@@]3([C@@H]([C@H]2OC1=O)[C@](C=CC3=O)(C)O)C,C15H20O4,0.30645161867141724,False,False,False,False,ood_lt_0.50,1,0,0
BIHPJIJLDNUDGH,3,0.6666666666666666,0.6666666666666666,0.8228746056556702,0.8881240487098694,1.0,0.0,CC(C)C(=O)N1CCC(CC1)C2=CN(C3=NC=C(C(=C23)C(F)(F)F)NC(=O)C4=CC=CC(=C4)C#N)C,other_midsize,4,44.64393,-4.0192986,0.9341427,-0.05565196,497.5210000000002,497.203859732,36,10,0.2777777777777778,5,2,0,0,3,4,3,1,6,0,4,4,1,91.02,5.078080000000004,0.3846153846153846,0,2,0,0,0,0,0,0,1362.3823434260482,24,4,0.32258063554763794,0.32258063554763794,VGUSQKZDZHAAEE,CC1=C(C=C(C=C1)C(=O)NC2CC2)N3C(=C(C=N3)C(=O)C4=CC=CC(=C4)C#N)N,C22H19N5O2,0.32258063554763794,VGUSQKZDZHAAEE,CC1=C(C=C(C=C1)C(=O)NC2CC2)N3C(=C(C=N3)C(=O)C4=CC=CC(=C4)C#N)N,C22H19N5O2,0.32258063554763794,False,False,False,False,ood_lt_0.50,3,0,0
BIHURSOREGLQBB,3,0.0,0.0,0.2744623720645904,0.2953316569328308,1.0,1.0,COC1=CC=C(C=C1)S(=O)(=O)NCC2=CC=C(C=C2)C(=O)NCCC3=NC=C(C=C3)Cl,aromatic_rich_polycycle,0,27.530262,-26.277634,1.1525357,-1.2463653,459.95500000000015,459.101954864,31,9,0.2903225806451613,3,4,1,0,1,3,3,0,6,0,9,5,2,97.39,3.194600000000001,0.1818181818181818,0,1,0,0,1,0,1,0,1116.92742567669,28,3,0.4545454680919647,0.4545454680919647,KDYYGGKDZBRIIX,CC(C)(C(=O)OC)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl,C20H22ClNO4,0.4545454680919647,KDYYGGKDZBRIIX,CC(C)(C(=O)OC)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl,C20H22ClNO4,0.4545454680919647,False,False,False,False,ood_lt_0.50,3,0,0
BIOWRMNRHMERIO,3,0.3333333333333333,0.3333333333333333,0.8759689728418986,1.0,1.0,0.0,C[C@@H](C(=O)OCC1=CC=CC=C1)NP(=O)(OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)F)O)OC4=CC=CC5=CC=CC=C54,aromatic_rich_polycycle,11,-16.331053,18.523264,-0.3477295,0.9197519,613.5350000000002,613.162544358,43,14,0.3255813953488372,3,9,0,1,1,5,4,1,6,0,11,9,3,158.17999999999995,3.4025000000000016,0.2758620689655172,5,0,1,0,2,1,0,1,1758.3989960698443,40,5,0.45679011940956116,0.45679011940956116,GYOZYWVXFNDGLU,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)COP(=O)(O)O)O,C10H15N2O8P,0.45679011940956116,GYOZYWVXFNDGLU,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)COP(=O)(O)O)O,C10H15N2O8P,0.45679011940956116,False,False,False,False,ood_lt_0.50,3,0,0
BJCJYEYYYGBROF,3,0.0,0.0,0.5581614474455515,0.6054740051428477,1.0,0.3333333333333333,CC1=C(C=C(C=N1)NC(=O)C2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)NC4=NC=CC(=N4)C5=CN=CC=C5,aromatic_rich_polycycle,0,52.630913,-6.9742923,2.3884585,-0.5404428,562.6000000000003,562.2416422080001,41,12,0.2926829268292683,8,1,0,0,3,5,4,1,6,0,7,8,2,99.17000000000002,5.004120000000004,0.2758620689655172,0,1,0,0,0,0,0,0,1522.4916324375113,35,5,0.49473685026168823,0.49473685026168823,HHZIURLSWUIHRB,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,C28H22F3N7O,0.49473685026168823,HHZIURLSWUIHRB,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,C28H22F3N7O,0.49473685026168823,False,False,False,False,ood_lt_0.50,3,0,0
BJPLCTUJTXVXPC,1,0.0,0.0,0.7323943376541138,0.6904761791229248,0.0,0.0,C/C(=C\C1=CC=C(C=C1)O)/C(=O)NC2=CC=C(C=C2)C(=O)NC(C(C(=O)N)OC)C(=O)NC3=CC=C(C=C3)C(=O)NC4=C(C(=C(C=C4)C(=O)NC5=C(C(=C(C=C5)C(=O)O)O)OC)O)OC,large_peptide_like,8,-6.388043,-52.86018,-0.43577623,-0.15947448,890.8590000000002,890.2759000240002,65,20,0.3076923076923077,6,14,0,0,0,5,5,0,6,0,17,13,10,314.27000000000004,4.302800000000001,0.1333333333333333,2,6,0,1,3,4,0,0,2684.263173595126,48,5,0.33734938502311707,0.33734938502311707,SPPTWHFVYKCNNK,C1=CC=C(C=C1)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)NC3=CC=C(C=C3)C(=O)O,C23H20N2O5,0.33734938502311707,SPPTWHFVYKCNNK,C1=CC=C(C=C1)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)NC3=CC=C(C=C3)C(=O)O,C23H20N2O5,0.33734938502311707,False,False,False,False,ood_lt_0.50,1,0,0
BKCDJTRMYWSXMC,3,0.3333333333333333,0.3333333333333333,0.4599397579828897,0.4071725159883499,1.0,0.6666666666666666,COC1=C(C=C2C(=C1)C3(CCC3)C(=N2)N)OCCCN4CCCC4,polycyclic_aliphatic_like,8,7.2258368,-42.364956,0.254341,-1.3381698,329.44400000000013,329.210327104,24,5,0.2083333333333333,3,2,0,0,0,4,1,3,6,0,6,5,1,60.080000000000005,2.983900000000001,0.631578947368421,0,0,0,0,2,0,0,0,646.2571399124873,21,4,0.3670886158943176,0.3670886158943176,VMMRDFLDWHFNOX,CC1=CC=C(O1)C2=NC3=CC(=C(C=C3C(=C2)NCC4CCN(CC4)C)OC)OCCCN5CCCC5,C29H40N4O3,0.3670886158943176,VMMRDFLDWHFNOX,CC1=CC=C(O1)C2=NC3=CC(=C(C=C3C(=C2)NCC4CCN(CC4)C)OC)OCCCN5CCCC5,C29H40N4O3,0.3670886158943176,False,False,False,False,ood_lt_0.50,3,0,0
BKPPHNVPJAFZCW,3,0.3333333333333333,0.3333333333333333,0.7352773149808248,0.8078788121541342,1.0,0.0,C1=CC(=CC=C1N(C(=O)C2=CC=NC=C2)S(=O)(=O)C3=CC=C(C=C3)F)OC(=O)C4=CC=NC=C4,aromatic_rich_polycycle,0,40.08113,9.414398,0.73330325,-0.580667,477.4730000000002,477.079469832,34,10,0.2941176470588235,3,5,1,0,1,4,4,0,6,0,6,7,0,106.53000000000002,3.870600000000002,0.0,0,1,1,0,1,0,1,0,1413.447673552151,33,4,0.28260868787765503,0.28260868787765503,TWBYWOBDOCUKOW,C1=CN=CC=C1C(=O)O,C6H5NO2,0.28260868787765503,TWBYWOBDOCUKOW,C1=CN=CC=C1C(=O)O,C6H5NO2,0.28260868787765503,False,False,False,False,ood_lt_0.50,3,0,0
BKQWEYFPSIGUMT,4,0.0,0.0,0.5490132123231888,0.5763494372367859,1.0,0.0,CCOC1=CC2=C(C=C1)OC(=O)C=C2CN3CCN(CC3)CC4=C(OC(=N4)C5=CC=CC=C5OC)C,other_midsize,8,18.394283,48.277126,0.9257332,-1.1418002,489.5720000000003,489.226371092,36,8,0.2222222222222222,3,5,0,0,0,5,4,1,6,0,8,8,0,81.18,4.481520000000004,0.3571428571428571,0,0,0,0,2,0,0,0,1402.0800874378936,30,5,0.6212121248245239,0.6212121248245239,IGQOSHNIDKUQAM,CCOC1=CC2=C(C=C1)OC(=O)C=C2CN3CCN(CC3)CC4=CC=C(C=C4)OC,C24H28N2O4,0.6212121248245239,IGQOSHNIDKUQAM,CCOC1=CC2=C(C=C1)OC(=O)C=C2CN3CCN(CC3)CC4=CC=C(C=C4)OC,C24H28N2O4,0.6212121248245239,False,False,False,True,weak_train_0.50_0.70,4,0,0
BKSKLJYSDDJGFN,3,0.0,0.0,0.413076768318812,0.3643683344125747,1.0,0.6666666666666666,CCCCN(CC)C(=O)CSC1=NN=C2N1C=CN(C2=O)CC3=CC=CC=C3F,other_midsize,11,36.773567,11.184071,0.7857014,1.0596415,417.51000000000016,417.163474228,29,9,0.3103448275862069,5,2,1,0,1,3,3,0,6,0,9,5,0,72.5,2.8191000000000006,0.4,0,1,0,0,0,0,0,0,1048.7727479528592,17,3,0.30666667222976685,0.30666667222976685,NDUYWBLQCSSRHK,CCCCN(CCCC)C(=O)CCN1C2=CC=CC=C2SC1=O,C18H26N2O2S,0.30666667222976685,NDUYWBLQCSSRHK,CCCCN(CCCC)C(=O)CCN1C2=CC=CC=C2SC1=O,C18H26N2O2S,0.30666667222976685,False,False,False,False,ood_lt_0.50,3,0,0
BLIJYYDMRNNJLZ,1,0.0,0.0,0.380952388048172,0.3432835936546325,1.0,1.0,CC1=C(C=C(C=C1)Cl)NC2=NC(=NC(=N2)NC3=CC=C(C=C3)OC)N4CCOCC4,aromatic_rich_polycycle,2,30.236094,42.086884,1.4826919,-1.8715707,426.9080000000003,426.157101656,30,9,0.3,6,2,0,0,1,4,3,1,6,0,6,8,2,84.43,4.165820000000003,0.2857142857142857,0,0,0,0,2,0,0,0,1008.8784683094328,26,4,0.6545454263687134,0.6545454263687134,IZNBBPMTGBAWDW,COC1=C(C=C(C=C1)Cl)NC2=NC(=NC(=N2)N3CCOCC3)N4CCOCC4,C18H23ClN6O3,0.6545454263687134,IZNBBPMTGBAWDW,COC1=C(C=C(C=C1)Cl)NC2=NC(=NC(=N2)N3CCOCC3)N4CCOCC4,C18H23ClN6O3,0.6545454263687134,False,False,False,True,weak_train_0.50_0.70,1,0,0
BLMPITSOBCOFNW,3,0.0,0.0,0.1587666968504587,0.1661616216103235,1.0,1.0,CC1=CC=C(C=C1)S(=O)(=O)N/N=C\2/CC(CC3=C2SC=C3)C(=O)OC,small_heteroaromatic,4,20.828215,3.0402272,0.31705135,-0.2633326,378.4750000000001,378.070799056,25,8,0.32,2,4,2,0,0,3,2,1,6,0,4,6,1,84.83,2.474520000000001,0.2941176470588235,1,0,1,0,1,0,1,0,914.3794221181264,20,3,0.35483869910240173,0.35483869910240173,KXNXWINFSDKMHD,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=NC=CS2,C11H11N3O3S2,0.35483869910240173,KXNXWINFSDKMHD,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=NC=CS2,C11H11N3O3S2,0.35483869910240173,False,False,False,False,ood_lt_0.50,3,0,0
BLRIMLPHWMZFCV,2,0.0,0.0,0.5496411472558975,0.5999809801578522,1.0,0.5,CC1=NN(C2=C1C(C(=C(O2)N)C#N)C3=CC(=C(C(=C3)OC)O)[N+](=O)[O-])C4=CC=CC=C4,aromatic_rich_polycycle,8,1.2294178,-33.02944,0.21858762,-0.72130966,419.3970000000001,419.122968644,31,10,0.3225806451612903,5,5,0,0,0,4,3,1,6,0,4,8,2,149.46,3.021300000000002,0.1428571428571428,1,0,0,0,2,1,0,0,1273.5479648863036,21,4,0.45945945382118225,0.45945945382118225,QVROFUWEHUQXAT,CC1=C2C(C(=C(OC2=NN1)N)C#N)C3=CC(=C(C(=C3)OC)O)OC,C16H16N4O4,0.45945945382118225,QVROFUWEHUQXAT,CC1=C2C(C(=C(OC2=NN1)N)C#N)C3=CC(=C(C(=C3)OC)O)OC,C16H16N4O4,0.45945945382118225,False,False,False,False,ood_lt_0.50,2,0,0
BLRWQQRQKHGISD,3,0.0,0.0,0.6274195412794749,0.6316546897093455,1.0,0.3333333333333333,CCN(CC)C(=O)CSC1=NC2=C(C3=C(S2)CCC3)C(=O)N1CCCOC,small_heteroaromatic,4,6.5627294,0.0114583,0.33183014,0.009444306,409.57700000000034,409.149383724,27,8,0.2962962962962963,3,3,2,0,0,3,2,1,6,0,9,6,0,64.43,2.943700000000001,0.631578947368421,0,1,0,0,1,0,0,0,871.1875243234787,13,3,0.37804877758026123,0.37804877758026123,PHEULJATXTVEPB,C1CCC2=C(C1)C3=C(S2)N=C(N(C3=O)N)SCC(=O)NC(=O)NCC4=CC=CC=C4,C20H21N5O3S2,0.37804877758026123,PHEULJATXTVEPB,C1CCC2=C(C1)C3=C(S2)N=C(N(C3=O)N)SCC(=O)NC(=O)NCC4=CC=CC=C4,C20H21N5O3S2,0.37804877758026123,False,False,False,False,ood_lt_0.50,3,0,0
BLUQBEZYLPEUCP,2,0.0,0.0,0.1370335966348647,0.1372549086809158,1.0,1.0,C[C@H]1CC[C@H]([C@]2(O1)[C@@H](C3=C(C(=O)[C@](C(=O)C3=CO2)(C)OC(=O)C)O)OC(=O)C)OC(=O)C,other_midsize,1,-42.201344,-11.972841,-2.1879587,-0.056996465,452.4120000000002,452.1318615879998,32,11,0.34375,0,11,0,0,0,3,0,3,6,0,3,11,1,151.73,0.9447999999999994,0.5714285714285714,5,0,3,0,5,1,0,0,960.7927135836504,17,3,0.3243243098258972,0.3243243098258972,XWHQCPICYIBGNB,C[C@H]1CC[C@@H]2[C@]3([C@@]1([C@@H](C4=C(C3=O)OC=C4C)OC(=O)C)C)O2,C17H20O5,0.3243243098258972,XWHQCPICYIBGNB,C[C@H]1CC[C@@H]2[C@]3([C@@]1([C@@H](C4=C(C3=O)OC=C4C)OC(=O)C)C)O2,C17H20O5,0.3243243098258972,False,False,False,False,ood_lt_0.50,2,0,0
