target_inchi_key,spectra,exact_top1,exact_top10,tanimoto_top10,mist_tanimoto,formula_success,bad_low_tanimoto_share,first_smiles,chem_class,cluster,tsne_x,tsne_y,pca_x,pca_y,mol_wt,exact_mol_wt,heavy_atoms,hetero_atoms,hetero_ratio,n_count,o_count,s_count,p_count,halogen_count,ring_count,aromatic_ring_count,aliphatic_ring_count,max_ring_size,macrocycle_count,rotatable_bonds,hba,hbd,tpsa,logp,fraction_csp3,chiral_centers,amide_count,ester_count,carboxyl_count,ether_count,hydroxyl_count,sulfonamide_count,phosphate_count,bertz_complexity,scaffold_heavy_atoms,scaffold_ring_count
AJFKKXIBHCRFJO,3,0.0,0.0,0.36477312942345935,0.43701474865277606,1.0,0.6666666666666666,CC(C)(C)C1=NN(C(=C1)NC(=O)NC2=C(C=C(C=C2)OC3=C4C(=NC=C3)NC(=O)C=N4)F)C5=CC(=CC=C5)F,aromatic_rich_polycycle,0,41.783234,-8.696057,1.2735053,-1.1585652,531.5230000000003,531.1830440360001,39,12,0.3076923076923077,7,3,0,0,2,5,5,0,6,0,5,6,3,126.82000000000001,5.515800000000003,0.14814814814814814,0,2,0,0,1,0,0,0,1758.9087309607594,33,5
AJIWENHJCAXTFG,1,0.0,0.0,0.1578947305679321,0.2307692319154739,1.0,1.0,CC1=CC(=CC=C1)NC2=NC(=NC(=N2)N3CCCC3)NC4=CC(=CC=C4)OC,aromatic_rich_polycycle,8,31.065443,39.633434,1.4376528,-1.3170118,376.464,376.20115938799995,28,7,0.25,6,1,0,0,0,4,3,1,6,0,6,7,2,75.2,4.276020000000003,0.2857142857142857,0,0,0,0,1,0,0,0,955.1307745264616,25,4
AJKWSWVFTGXVBD,3,0.0,0.0,0.2112951427698135,0.28950628638267517,1.0,1.0,CCC1=CN=C2C(=C1N3CCCC(C3)C(=O)OCC)C(=O)N(C(=O)N2C)C,small_heteroaromatic,4,11.081466,3.1325579,-0.01660446,0.16306624,374.4410000000001,374.195405312,27,8,0.2962962962962963,4,4,0,0,0,3,2,1,6,0,4,6,0,86.43,0.9740999999999997,0.5789473684210527,1,0,1,0,1,0,0,0,991.8379321623572,18,3
AJMVYDIURQZFSI,3,0.0,0.0,0.40999553600947064,0.4345058997472127,1.0,0.6666666666666666,COC1=CC=CC(=C1)C2=CC3=C(S2)C(=O)N(C(=N3)SCCN4CCCC4)C5CC5,other_midsize,2,10.421414,-31.1384,1.0225722,-0.587586,427.5950000000003,427.13881904000004,29,7,0.2413793103448276,3,2,2,0,0,5,3,2,6,0,7,6,0,47.36000000000001,4.656400000000004,0.45454545454545453,0,0,0,0,1,0,0,0,1081.3411708377134,27,5
AJTULIWKBMDPCJ,37,0.0,0.0,0.18820754680279136,0.21112017414054352,1.0,1.0,CC(=O)OC1CC2(C(CC3C2(O3)C4(C1C5(C=CC(=O)C(C5=C(C4=O)O)(C)C)C)C)C6=COC=C6)C,polycyclic_aliphatic_like,1,-42.716694,-10.680493,-1.7618417,0.26483822,480.5570000000003,480.2148033639999,35,7,0.2,0,7,0,0,0,6,1,5,6,0,2,7,1,106.34,4.434900000000003,0.6071428571428571,8,0,1,0,2,1,0,0,1237.8240840994777,25,6
AJUAZNUVBAVUAY,1,0.0,0.0,0.3440860211849212,0.510869562625885,0.0,1.0,C/C=C\1/CN2[C@H]3C[C@@H]1[C@@H]4C=CC(=O)N5[C@@H]4[C@]3(C[C@@H]2C6C=C7[C@H]\8C[C@H]9[C@@]1([C@H]7N(C6=O)C2=CC=CC=C21)CCN9C/C8=C/CO)C1=CC=CC=C15,polycyclic_aliphatic_like,1,-29.965647,24.653759,-0.84840405,1.3497593,650.8230000000002,650.325691204,49,7,0.14285714285714285,4,3,0,0,0,12,2,10,6,0,2,5,1,67.33000000000001,4.484200000000004,0.47619047619047616,11,2,0,0,0,1,0,0,2029.9769947578545,46,12
AKCRNFFTGXBONI,2,0.0,0.0,0.7142857015132904,0.8405704498291016,1.0,0.0,CCC(=O)N1CCN(CC1)C2=C(C=C(C=C2)N3C(=O)C=CC4=CN=C5C=CC(=CC5=C43)C6=CC7=CC=CC=C7N=C6)C(F)(F)F,aromatic_rich_polycycle,4,31.625816,16.527456,0.81103086,0.044529203,607.6360000000003,607.219509796,45,10,0.2222222222222222,5,2,0,0,3,7,6,1,6,0,4,5,0,71.33000000000001,6.8315000000000055,0.2,0,1,0,0,0,0,0,0,2168.067263406356,37,7
AKFIXMYXISUTAF,4,0.0,0.0,0.2375027239322662,0.317244216799736,1.0,1.0,CCC(C)C(=O)O[C@@]12[C@@H]([C@H]([C@]3([C@H](C1C2(C)C)C=C(C[C@]4(C3C=C(C4=O)C)O)CO)O)C)OC(=O)/C(=C/C)/C,glycoside_or_sugar_rich,3,-62.672657,-4.548819,-2.6966794,0.68218493,530.6580000000002,530.2879683039998,38,8,0.21052631578947367,0,8,0,0,0,4,0,4,7,0,6,8,3,130.36,3.044200000000002,0.7,9,0,2,0,2,3,0,0,1146.8950783546195,16,4
AKFKKGXWZMLHJB,4,0.0,0.0,0.5405499413609505,0.6345306187868118,1.0,0.25,CC(C)C1=CC(=CS1)C(=O)NNC(=S)NCC2CCCO2,small_heteroaromatic,4,1.5731747,3.983315,-0.20401214,0.7097689,327.4750000000002,327.107518912,21,7,0.3333333333333333,3,2,2,0,0,2,1,1,5,0,4,4,3,62.39,2.1593999999999998,0.5714285714285714,1,1,0,0,1,0,0,0,496.163489684546,18,2
AKISVAHHRYLWAZ,3,0.3333333333333333,0.3333333333333333,0.5743418584267298,0.49669768909613293,0.6666666666666666,0.3333333333333333,CN1CCC2=NC3=C(C=C2C1)C(=C(S3)C(=O)NC4=NN=CS4)N,aromatic_rich_polycycle,0,6.208735,-2.0730395,1.167721,-0.14632946,346.44100000000003,346.06705106800007,23,9,0.391304347826087,6,1,2,0,0,4,3,1,6,0,2,8,2,97.03,1.9701999999999997,0.2857142857142857,0,1,0,0,0,0,0,0,888.4448066068353,21,4
AKJBLKUZXRMECW,3,1.0,1.0,1.0,0.8572868704795837,1.0,0.0,CC1=NN(C=C1C2=NC3=NC=C(C(=C3N2)N4CCN(CC4)CC5=CC=C(C=C5)Cl)Cl)C,aromatic_rich_polycycle,2,19.900057,44.52148,1.7568161,-0.45514628,456.38100000000014,455.139199096,31,9,0.2903225806451613,7,0,0,0,2,5,4,1,6,0,4,5,1,65.87,4.2958200000000035,0.3181818181818182,0,0,0,0,0,0,0,0,1220.8721476755072,27,5
AKMKWHBDPUOPSK,8,0.0,0.0,0.2614257074892521,0.31033214554190636,1.0,1.0,CCCCCCCCCCC(C)C(C(C)C(=O)NC(C(C)C)C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)OC)O,glycoside_or_sugar_rich,3,-28.510271,-1.446876,-1.1597164,0.62240416,573.7720000000003,573.3989157199999,40,11,0.275,3,8,0,0,0,0,0,0,0,0,21,8,6,174.29,1.806800000000003,0.8620689655172413,7,3,1,0,1,3,0,0,761.5611299226039,0,0
AKQXQLUNFKDZBN,2,0.0,0.0,0.21868871152400965,0.26902173459529877,1.0,1.0,CC1=C(C=CC(=C1)OC2=C(C=CC=N2)C(F)(F)F)C3=C(C(=O)NC(=O)N3C)C,aromatic_rich_polycycle,2,49.57111,27.959824,0.9842867,-0.88666755,391.34900000000016,391.114376032,28,9,0.32142857142857145,3,3,0,0,3,3,3,0,6,0,3,4,1,76.97999999999999,3.5635400000000015,0.21052631578947367,0,0,0,0,1,0,0,0,1129.3012757052675,21,3
AKXCFAYOTIEFOH,1,0.0,0.0,0.0877192988991737,0.1770833283662796,1.0,1.0,C=CCN1CC[C@]23[C@@H]4C(=NNC(=O)C5=CC=CC=C5)CC[C@]2([C@H]1CC6=C3C(=C(C=C6)O)O4)O,polycyclic_aliphatic_like,11,-24.920551,23.248346,-0.69029707,1.3721626,445.5190000000003,445.20015634399994,33,7,0.21212121212121213,3,4,0,0,0,6,2,4,6,0,4,6,3,94.39000000000001,2.5183000000000018,0.38461538461538464,4,1,0,0,1,2,0,0,1179.55951215751,28,6
ALERZNQPBWWLMW,40,0.0,0.0,0.4991437364369631,0.5264807756990194,0.95,0.525,CC1C(C(C(C(O1)OC2C(C(OC(C2OC(=O)C)OCCC3=CC(=C(C=C3)O)O)CO)OC(=O)C=CC4=CC(=C(C=C4)O)O)O)O)O,glycoside_or_sugar_rich,6,-35.52858,-51.73331,-3.527963,-2.5467577,666.6290000000006,666.2159851360001,47,16,0.3404255319148936,0,16,0,0,0,4,2,2,6,0,11,16,8,251.35999999999996,-0.4451000000000007,0.4838709677419355,10,0,2,0,6,8,0,0,1413.8878879189033,33,4
ALIUOMZWLHSXSX,3,0.6666666666666666,1.0,0.9310344854990641,0.8036485513051351,1.0,0.0,CC1=C(C(C2=C(N1)N=C(NC2=O)SC)C3=CC=C(C=C3)F)C(=O)OC,small_heteroaromatic,0,39.741943,0.77915937,0.028386993,-0.33185446,361.39800000000014,361.0896405919999,25,8,0.32,3,3,1,0,1,3,2,1,6,0,3,6,2,84.08,2.635300000000001,0.23529411764705882,1,0,1,0,1,0,0,0,921.7255825634293,17,3
ALJIEVIJBAJISI,3,0.0,0.0,0.12979814906915024,0.18804745872815443,1.0,1.0,CC(=O)C1=CC=C(C=C1)N/N=C(/C2=NC(CC3=CC=CC=C32)(C)C)\C(=O)N,small_heteroaromatic,11,-8.514716,24.315685,0.22101493,0.7423656,362.4330000000001,362.174275944,27,6,0.2222222222222222,4,2,0,0,0,3,2,1,6,0,5,5,2,96.91,2.9664,0.23809523809523808,0,1,0,0,0,0,0,0,956.4018302694304,19,3
ALJZEGCNMPANDZ,5,0.0,0.0,0.30174313485622406,0.41249910593032835,1.0,1.0,CC1=C2COC(=O)C2=C(C3=C1OC4(CC(C56C(OC(O5)(C(CC6(C4C3)C)O)OC)(C)C)O)C)OC,polycyclic_aliphatic_like,1,-16.695862,-40.442966,-1.911467,-0.3520728,490.54900000000026,490.22028266799987,35,9,0.2571428571428571,0,9,0,0,0,6,1,5,6,0,2,9,2,112.91000000000003,2.3837200000000003,0.7307692307692307,7,0,1,0,6,2,0,0,1146.367020303938,24,6
ALKJNCZNEOTEMP,3,0.6666666666666666,0.6666666666666666,0.8000000019868215,0.7779257297515869,1.0,0.3333333333333333,CC(C)C1=NOC(=C1)CNC2=NC(=CC(=N2)N3CCN(CC3)C)NC4=NNC(=C4)C5CC5,other_midsize,2,20.746952,27.877625,0.7102118,-0.035504315,437.55200000000025,437.2651566120001,32,10,0.3125,9,1,0,0,0,5,3,2,6,0,8,9,3,111.03,3.296000000000001,0.5454545454545454,0,0,0,0,0,0,0,0,1047.3612188324357,28,5
ALSKYCOJJPXPFS,4,0.0,0.0,0.17681784927844998,0.21414271742105478,1.0,1.0,CO[C@H]1CC=C2CCN3[C@]2(C1)C4=C(CC3)COC(=O)C4,polycyclic_aliphatic_like,1,-34.28523,-13.964688,-1.0819464,0.026387287,275.348,275.152143532,20,4,0.2,1,3,0,0,0,4,0,4,6,0,1,4,0,38.77,1.8133,0.6875,2,0,1,0,2,0,0,0,521.8150264532817,18,4
ALSZHZPQTCVXIR,2,0.0,0.0,0.3620689660310745,0.5138888955116272,1.0,1.0,C/C=C(/C)\C(=O)OC1C(=C)[C@H]2CCC3[C@]1(C2OC(=O)C)CCC4[C@]3(CCC[C@@]4(C)C(=O)O)C,polycyclic_aliphatic_like,1,-39.7377,-12.018737,-1.9544923,0.34943324,458.59500000000037,458.26683893599994,33,6,0.18181818181818182,0,6,0,0,0,4,0,4,6,0,4,5,1,89.9,5.069600000000005,0.7407407407407407,8,0,2,1,2,1,0,0,919.5723664891727,17,4
ALTHFZGWMKPLDM,2,0.5,0.5,0.842857152223587,0.7816277146339417,1.0,0.0,C1CC2=C(C(C3=C(N2)NC(=O)NC3=O)C4=CC=C(O4)C5=CC(=CC=C5)C(F)(F)F)C(=O)C1,aromatic_rich_polycycle,2,-18.192352,4.5926213,-0.006941308,0.39257935,443.38100000000014,443.10929065199997,32,10,0.3125,3,4,0,0,3,5,3,2,6,0,2,5,3,107.96000000000001,3.906500000000002,0.22727272727272727,1,0,0,0,0,0,0,0,1394.1330239660501,28,5
ALTWMMSPMJSYAL,4,0.0,0.0,0.4804392382502556,0.653146393597126,0.5,0.5,C1=CC=C(C=C1)CC(C(=O)NC2=NC3=C(C(=O)N2)N=CN3C4C(C(C(O4)CO)O)O)N5C(=O)C6=CC=CC=C6C5=O,aromatic_rich_polycycle,11,-18.914228,25.338121,-0.36941,0.5972262,560.5230000000001,560.165561728,41,14,0.34146341463414637,6,8,0,0,0,6,4,2,6,0,7,10,5,199.96999999999997,-0.4228999999999987,0.25925925925925924,5,3,0,0,1,3,0,0,1684.7968345470376,37,6
ALVQDLJLHBFZQA,3,0.0,0.0,0.3083874483903249,0.3725678324699402,1.0,1.0,CC1=CC(=CC=C1)C2=NN=C(O2)C3=NC4=CC=CC=C4C(=N3)NCCC5=CN=CN5,aromatic_rich_polycycle,11,-3.3501942,28.354061,1.129433,0.05631552,397.4420000000001,397.1651082280001,30,8,0.26666666666666666,7,1,0,0,0,5,5,0,6,0,6,7,2,105.41,4.032920000000002,0.13636363636363635,0,0,0,0,0,0,0,0,1294.1112632982797,29,5
AMADCPJVPLUGQO,3,1.0,1.0,1.0,0.8388250470161438,1.0,0.0,CC1(CCN(CC1)C2=NC3=NNC(=C3N=C2)C4=C(C(=CC=C4)Cl)Cl)N,small_heteroaromatic,2,21.81948,40.626915,1.121733,0.116828606,377.279,376.096999936,25,8,0.32,6,0,0,0,2,4,3,1,6,0,2,5,2,83.72,3.644300000000001,0.35294117647058826,0,0,0,0,0,0,0,0,926.0328138763052,21,4
AMGBYGMMAJGWQD,3,0.0,0.0,0.576001246770223,0.5695120692253113,1.0,0.3333333333333333,CC1=C(C=C(C=C1)Cl)N2CCN(CC2)C(=O)CCC3=CC=C(C=C3)S(=O)(=O)NCC(C)C,other_midsize,4,17.407965,12.660475,0.59450203,0.1688317,478.05800000000016,477.185290564,32,8,0.25,3,3,1,0,1,3,2,1,6,0,8,4,1,69.72,3.8641200000000024,0.4583333333333333,0,1,0,0,0,0,1,0,1030.9550059070493,22,3
AMLYAMJWYAIXIA,4,0.0,0.0,0.4726385697722435,0.8729635924100876,1.0,0.5,CC(C)[C@H]1C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](C(=O)N1C)CC2=CC=CC=C2)CC(=O)O)CCCN=C(N)N,cyclic_peptide_like,7,-44.074844,24.797012,-0.3342479,2.654327,588.6659999999999,588.3019956199998,42,15,0.35714285714285715,8,7,0,0,0,2,1,1,15,1,9,7,7,238.41000000000003,-2.175399999999991,0.5185185185185185,4,5,0,1,0,1,0,0,1170.2732155418628,27,2
ANCXPXINDIZHDI,3,0.0,0.0,0.2868780394395192,0.37769073247909546,1.0,1.0,CC1=C(C(=O)N(N1)C2=NC(=CS2)C3=CC=C(C=C3)F)CCC(=O)NC4=CC=CC=C4F,aromatic_rich_polycycle,0,36.073933,7.0353513,1.4089714,0.53450376,440.4750000000002,440.11185325599996,31,9,0.2903225806451613,4,2,1,0,2,4,4,0,6,0,6,4,2,79.78,4.447020000000003,0.13636363636363635,0,1,0,0,0,0,0,0,1291.5907590342156,28,4
ANEBQUSWQAQFQB,2,0.5,1.0,1.0,0.9388554096221924,1.0,0.0,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)C(F)(F)F)NC(=O)C3=CN=C(S3)NC4=CC(=NC(=N4)C)N5CCN(CC5)CCO,aromatic_rich_polycycle,0,50.550697,-7.7232456,2.0110857,-0.7835063,640.6919999999998,640.2191925120001,45,15,0.3333333333333333,8,3,1,0,3,5,4,1,6,0,9,10,4,135.60999999999999,4.931240000000003,0.3,0,2,0,0,0,1,0,0,1689.1684492650477,36,5
ANEBWFXPVPTEET,17,0.8235294117647058,0.8235294117647058,0.986359764547909,0.9492310460876016,1.0,0.0,CC1=C(C(C(=C(N1)C)C(=O)OCCN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC,aromatic_rich_polycycle,11,-15.97833,-16.148762,-0.18941388,0.8572442,610.7110000000001,610.279134936,45,10,0.2222222222222222,4,6,0,0,0,5,3,2,6,0,10,9,1,114.25000000000001,4.953000000000005,0.3142857142857143,1,0,2,0,2,0,0,0,1557.0779859371949,36,5
ANGUXJDGJCHGOG,3,0.0,0.0,0.307988444964091,0.38818312684694917,1.0,1.0,CC1=NC2=C(C=C1)C(=CC=C2)N3CCN(CC3)CCC4=CC(=CC=C4)N5CCNC5=O,other_midsize,2,0.94534653,38.40352,1.2266685,0.3560081,415.5410000000001,415.23721054800006,31,6,0.1935483870967742,5,1,0,0,0,5,3,2,6,0,5,4,1,51.71000000000001,3.437520000000002,0.36,0,2,0,0,0,0,0,0,1090.2174551668907,30,5
ANJZLJIAEZIZAG,3,0.0,0.0,0.2190727343161901,0.2898970792690913,1.0,1.0,CNC(=O)NC(=O)CSC1=C2CCCCC2=NC3=NC=NN13,small_heteroaromatic,4,4.6894507,0.1628425,0.7470752,-0.17385285,320.378,320.10554475200007,22,9,0.4090909090909091,6,2,1,0,0,3,2,1,6,0,3,6,2,101.28,0.5508,0.46153846153846156,0,3,0,0,0,0,0,0,728.6337685814497,13,3
ANNLYINFXDULOD,4,0.0,0.0,0.2970442362129688,0.38023582473397255,1.0,1.0,CC1CC(=CCC1C2NC3=CC=CC=C3C4=C(O2)N=C(N=N4)SC)C,polycyclic_aliphatic_like,2,10.2216,28.885128,0.31839338,0.2483019,354.47900000000004,354.15143232400004,25,6,0.24,4,1,1,0,0,4,2,2,7,0,2,6,1,59.93,4.383300000000003,0.42105263157894735,3,0,0,0,1,0,0,0,822.8214335515271,21,4
ANRVPJVYTSFHFM,3,0.0,0.0,0.2927541136741638,0.3479189376036326,1.0,1.0,CC1CCN(CC1)C(=O)C2=CC3=C(S2)CCC(C3)C(=O)NCC4=CN=CC=C4,polycyclic_aliphatic_like,4,27.644331,2.1819987,1.0535152,0.61517394,397.54400000000015,397.1823981040001,28,6,0.21428571428571427,3,2,1,0,0,4,2,2,6,0,4,4,1,62.300000000000004,3.4365000000000023,0.5,1,2,0,0,0,0,0,0,840.721688706164,27,4
ANSCENNXWQFDJG,2,0.0,0.0,0.7300724685192108,0.7599999904632568,1.0,0.0,CC[C@H](C)C1C(=O)N2CCCC2C(=O)NC(C(=O)N3CCCC3C(=O)NC(C(=O)N4CCCC4C(=O)N[C@H](C(=O)N1)CC5=CC=CC=C5)CC(C)C)CC6=CC=C(C=C6)O,cyclic_peptide_like,7,-43.01516,23.61316,-0.74160355,2.5101078,828.0240000000001,827.458161912,60,15,0.25,7,8,0,0,0,6,2,4,21,1,8,8,5,197.55999999999997,2.1954000000000096,0.5777777777777777,8,7,0,0,0,1,0,0,1890.9059833554943,51,6
ANUJDLRACOBTTB,2,0.0,0.0,0.7695906460285187,0.7613636255264282,1.0,0.0,C1CCC2=C(C1)C3=C(N=CN=C3S2)NC4CCC4,polycyclic_aliphatic_like,2,3.4353118,2.9244254,0.46522436,-0.19259654,259.37800000000004,259.114318544,18,4,0.2222222222222222,3,0,1,0,0,4,2,2,6,0,2,4,1,37.81,3.5345000000000013,0.5714285714285714,0,0,0,0,0,0,0,0,585.9817836223083,18,4
ANZXOIAKUNOVQU,5,0.6,0.6,0.7107007563114166,0.6693106323480607,1.0,0.4,CC(C)(C)NCC(C1=CC(=CC(=C1)OC(=O)N(C)C)OC(=O)N(C)C)O,small_heteroaromatic,0,-21.920696,-1.2976079,-0.12088448,-0.2916085,367.44600000000014,367.210721028,26,8,0.3076923076923077,3,5,0,0,0,1,1,0,6,0,5,6,2,91.34,2.2289000000000008,0.5555555555555556,1,2,2,0,2,1,0,0,597.9540028533095,6,1
AOIGXXKNFXKOJY,3,0.0,0.0,0.2033730149269104,0.23680575191974637,1.0,1.0,CC1=CC=CN2C1=NC(=C2C(=C3C(N(C(=O)C3=O)CCCN(C)C)C4=C(C=CC(=C4)OC)OC)O)C,other_midsize,8,13.033875,-29.626919,0.5169371,-1.0499687,492.5760000000003,492.2372701239999,36,9,0.25,4,5,0,0,0,4,3,1,6,0,8,7,1,96.61000000000001,3.3417400000000015,0.37037037037037035,1,1,0,0,2,1,0,0,1357.6930648837208,23,4
AOLOTXRUARITAR,2,0.0,0.0,0.2055360451340675,0.3128991052508354,1.0,1.0,CC(C)CC(=O)C1=C(C2(CC(C(C(=C2OC1=O)C(CC(=O)OC)C3=CC=CC=C3)(C)C)CC=C(C)C)CC=C(C)C)O,other_midsize,3,-37.591118,9.5509405,-1.6538417,1.2150357,576.7740000000003,576.3450892559999,42,6,0.14285714285714285,0,6,0,0,0,3,1,2,6,0,11,6,1,89.9,8.31660000000001,0.5277777777777778,3,0,2,0,2,1,0,0,1315.5906029987866,18,3
AOPHONVBZIBTJM,3,0.0,0.0,0.18535642822583512,0.25151542325814563,1.0,1.0,CC1=C(C(=NO1)C)CC(=O)N2CCCN3C2=NC(=C3)C4=CC=CC=C4F,aromatic_rich_polycycle,11,8.760019,25.920446,0.90771013,0.15612495,354.385,354.149204068,26,7,0.2692307692307692,4,2,0,0,1,4,3,1,6,0,3,4,0,64.16,3.2734400000000017,0.3157894736842105,0,1,0,0,0,0,0,0,956.3319930546646,23,4
AOQHPIGHSOOGCX,1,0.0,0.0,0.2000000029802322,0.2444444447755813,1.0,1.0,CCCCC1=NC(=C(C2=C1COC(C2)(C)C)C#N)N3CCN(CC3)C(=O)C4=CC=CO4,polycyclic_aliphatic_like,4,-6.6862226,18.591541,-0.043378383,0.6279763,422.5290000000002,422.23179081999996,31,7,0.22580645161290322,4,3,0,0,0,4,2,2,6,0,5,6,0,82.60000000000001,3.702580000000003,0.5416666666666666,0,1,0,0,1,0,0,0,983.2387266313303,23,4
AOWQKFDVSZMKPA,15,0.0,0.0,0.1777367840210596,0.2287748505671819,1.0,1.0,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)NS(=O)(=O)O,other_midsize,4,30.697325,12.138813,0.7076236,0.34471664,487.3820000000001,487.07489427999997,32,16,0.5,5,4,1,0,6,3,2,1,6,0,6,5,2,117.42,1.4502000000000002,0.4375,1,1,0,0,0,1,1,0,1136.6691798954441,20,3
AOZCVYYAEZOYGW,1,0.0,0.0,0.21875,0.2837837934494018,1.0,1.0,CCCCC[C@@H](C[C@@H]1CCC(C(=O)N(/C=C/CC(=O)O[C@H](C(=O)O1)C(C)C)C)C)OC,other_macrocycle,3,-29.261608,-8.221655,-1.4241185,0.47783,439.59300000000025,439.29338803199994,31,7,0.22580645161290322,1,6,0,0,0,1,0,1,14,1,8,6,0,82.14,4.243500000000004,0.7916666666666666,4,1,2,0,3,0,0,0,602.8769412870322,17,1
APEJSCXHYCBLOF,3,0.0,0.0,0.22853313386440274,0.2644133418798446,1.0,1.0,CC1=CC=C(C=C1)C2=C3N=C(C=C(N3N=C2C(F)(F)F)N4CCN(CC4)C5=NC(=CC(=N5)C)C)C,other_midsize,2,27.1501,29.941572,1.4151937,-0.83162785,481.5260000000003,481.2201784920001,35,10,0.2857142857142857,7,0,0,0,3,5,4,1,6,0,3,6,0,62.45,4.765380000000004,0.36,0,0,0,0,0,0,0,0,1364.9456070679953,27,5
APJLTUBHYCOZJI,5,0.0,0.0,0.5617191314697265,0.7189579963684082,1.0,0.2,CC1=C(N(N=C1C)C)C(=C(C#N)C2=CC=C(C=C2)C(C)(C)C)OC(=O)C(C)(C)C,other_midsize,0,22.792482,7.8004513,0.5401348,-0.47536594,393.53100000000023,393.241627232,29,5,0.1724137931034483,3,2,0,0,0,2,2,0,6,0,3,4,0,67.91,5.315620000000005,0.4583333333333333,0,0,1,0,1,0,0,0,988.9625809257561,13,2
APKHJGDGWQDBGM,2,0.5,1.0,1.0,0.9024389982223512,1.0,0.0,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCNCC3)N)OC,small_heteroaromatic,8,9.568481,-44.210655,0.63727385,-1.4591894,289.339,289.153874848,21,7,0.3333333333333333,5,2,0,0,0,3,2,1,6,0,3,7,2,85.53000000000002,0.6387999999999995,0.42857142857142855,0,0,0,0,2,0,0,0,655.3446925100305,16,3
APTZNLHMIGJTEW,12,1.0,1.0,1.0,0.9969696948925654,1.0,0.0,CCOC(=O)COC1=C(C=C(C(=C1)C2=NN(C(=C2Cl)OC(F)F)C)F)Cl,small_heteroaromatic,0,35.18872,10.323497,0.6467731,-0.69931406,413.179,412.02044691599997,26,11,0.4230769230769231,2,4,0,0,5,2,2,0,6,0,7,5,0,62.58,4.0763000000000025,0.3333333333333333,0,0,1,0,3,0,0,0,814.6745642392358,11,2
ARFHIAQFJWUCFH,1,0.0,0.0,0.25,0.3928571343421936,1.0,1.0,C[C@H]1CS(=O)(=O)CCN1/N=C\C2=CC=C(O2)[N+](=O)[O-],small_heteroaromatic,2,-9.745507,11.380299,-0.38042068,0.23126107,287.297,287.057591516,19,9,0.47368421052631576,3,5,1,0,0,2,1,1,6,0,3,7,0,106.02000000000001,0.6405999999999996,0.5,1,0,0,0,0,0,0,0,606.4362408647171,15,2
AROQRNPRGIWLRE,5,0.0,0.0,0.14271433204412454,0.20801218748092648,1.0,1.0,CC(CCO)/C=C(\C)/C=C/C1=CC2=CC(=O)C(C(C2=CO1)O)(C)O,other_midsize,3,-46.835754,0.89221483,-2.106062,0.38032132,332.396,332.1623738679999,24,5,0.20833333333333334,0,5,0,0,0,2,0,2,6,0,5,5,3,86.99000000000001,1.9263999999999997,0.42105263157894735,3,0,0,0,1,3,0,0,661.2446322222409,11,2
ARPIKGGVTJYLOK,4,0.25,0.5,0.8256766349077225,0.7106340229511261,1.0,0.0,CC(C)OC1=CC=C(C=C1)OCCSC2=NN=C(N2N)C3=CC=CC=C3,aromatic_rich_polycycle,11,6.047641,30.631924,0.5468961,0.0520035,370.47800000000007,370.146346944,26,7,0.2692307692307692,4,2,1,0,0,3,3,0,6,0,8,6,1,75.19,3.6172000000000013,0.2631578947368421,0,0,0,0,2,0,0,0,819.315339499979,21,3
ARYQHSWJGHCGJS,2,1.0,1.0,1.0,0.8758553266525269,1.0,0.0,C1CN(CCC12CCN(CC2)C(=O)C3=CC(=CC=C3)N4CC5=C(C4=O)C(=CC=C5)Cl)C6=CC=NC=C6,aromatic_rich_polycycle,4,21.200468,-7.7556906,0.8914514,0.26946676,501.0300000000002,500.197903848,36,7,0.19444444444444445,4,2,0,0,1,6,3,3,6,0,3,4,0,56.75,5.418200000000006,0.3448275862068966,0,2,0,0,0,0,0,0,1293.636131540789,35,6
ARYVAQSYRLZVQD,3,0.3333333333333333,0.6666666666666666,0.8144796291987101,0.8039215803146362,1.0,0.0,C1CC(CCC1N2CCC(CC2)N3CC4=C(C3=O)C(=CC(=C4)F)C(=O)N)(F)F,polycyclic_aliphatic_like,4,0.5201914,5.3474193,-0.28614527,0.49003688,395.42500000000007,395.18206166799996,28,8,0.2857142857142857,3,2,0,0,3,4,1,3,6,0,3,3,1,66.64,2.9227000000000007,0.6,0,2,0,0,0,0,0,0,796.1308046410794,22,4
ASRBKZHDORPEHO,1,0.0,0.0,0.3238095343112945,0.554347813129425,1.0,1.0,CC[C@H](C)[C@@H](C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N1[C@H](C(=CC1=O)OC)C)N(C)C,large_peptide_like,3,-27.49061,0.8444173,-1.0855485,0.6693733,592.778,592.383600004,42,11,0.2619047619047619,4,7,0,0,0,1,0,1,5,0,16,8,2,134.35,2.8000000000000043,0.7096774193548387,6,4,1,0,2,0,0,0,1020.7542568622893,6,1
